"Gene_id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"1110065P20Rik"	6.83748185314628	0.138092360894536	0.202002013276755	0.683618735548643	0.494215950755042	0.999826482294629
"1190002N15Rik"	125.186874513223	-0.179614643418447	0.272720368574601	-0.658603698569417	0.510150287233847	0.999826482294629
"1190005I06Rik"	0.340446057335895	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1190007I07Rik"	3.48684310981678	-0.107527608775721	0.163073601402177	-0.659380843074247	0.509651240604188	0.999826482294629
"1300002E11Rik"	12.3402888946013	0.335970398232908	0.24091647743377	1.39455134746966	0.163151175184466	0.999826482294629
"1500002F19Rik"	0.488789009513427	0.0322684096439789	0.0645936822160761	0.499559841410433	0.617385040704289	0.999826482294629
"1500004A13Rik"	3.80294713688987	-0.085093532554622	0.164663159850582	-0.516773348888952	0.605314386440425	0.999826482294629
"1500011B03Rik"	13.3833865360373	0.00586605119795546	0.240399040922222	0.0244013086551928	0.980532504481706	0.999826482294629
"1500011K16Rik"	29.3040165676041	-0.132994706135688	0.278629006107146	-0.477318237587026	0.633135526143923	0.999826482294629
"1500015A07Rik"	9.61404566403216	0.126788197079548	0.227959105559774	0.55618834250208	0.578082107621881	0.999826482294629
"1500017E21Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1520401A03Rik"	0.605589131595295	0.00817935195447679	0.0689729115202591	0.118587888697062	0.905601861057107	0.999826482294629
"1600002H07Rik"	6.50841404133104	-0.198327730763056	0.17626202952419	-1.12518692368647	0.260509833074538	0.999826482294629
"1600002K03Rik"	8.17645320387932	0.133747141674788	0.193019242101715	0.692921287113479	0.488358949919252	0.999826482294629
"1600010M07Rik"	2.99230499370668	-0.203004584582677	0.140303583430773	-1.4468952226216	0.147926271376778	0.999826482294629
"1600012H06Rik"	78.1579363664644	-0.41426106548134	0.280833412545338	-1.47511317021247	0.140182120216407	0.999826482294629
"1600014C10Rik"	21.7542067333691	-0.107537735752688	0.268599874901379	-0.400364057474609	0.688888393313714	0.999826482294629
"1600020E01Rik"	2.84067424931545	0.0281581546978461	0.140435256795848	0.200506306894001	0.841084625962915	0.999826482294629
"1600023N17Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700001C19Rik"	1.21816560552448	0.0558960043819134	0.100659337825096	0.555298749123875	0.578690334313244	0.999826482294629
"1700001G17Rik"	0.680892114671789	-0.0403197692913851	0.0659137068605492	-0.611705382868057	0.540732699828891	0.999826482294629
"1700001J11Rik"	1.69996727270402	0.0538787075387956	0.116311766967813	0.463226627394505	0.64320193194321	0.999826482294629
"1700001L05Rik"	10.9115207500786	0.0258133194476813	0.22984727913436	0.112306395554902	0.910580470967527	0.999826482294629
"1700001P01Rik"	1.02133817200768	-0.0592804357158072	0.0792963431494691	-0.747580952176659	0.45471295747536	0.999826482294629
"1700003E16Rik"	0.488789009513427	0.0322684096439789	0.0645936822160761	0.499559841410433	0.617385040704289	0.999826482294629
"1700003F12Rik"	0.368181969172468	0.0275523779992562	0.064252413758041	0.428814676177175	0.668058097553095	0.999826482294629
"1700003G18Rik"	0.340446057335895	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700007E05Rik"	1.41725605301673	0.00543467066580115	0.0975498287925203	0.0557117396624058	0.955571447130952	0.999826482294629
"1700007L15Rik"	0.963603334359081	-0.000618408472188593	0.0837110465475302	-0.00738741776257053	0.994105747035195	0.999826482294629
"1700008J07Rik"	6.40456295135995	0.0524035743653075	0.193574353894902	0.270715481213794	0.786609868998608	0.999826482294629
"1700009N14Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700010I14Rik"	4.37278823607646	-0.030800081075618	0.175715611515955	-0.175283691698739	0.860856725526379	0.999826482294629
"1700012D01Rik"	2.67980830570633	-0.0372909693797582	0.121992990046341	-0.305681247468339	0.759847352652273	0.999826482294629
"1700012D14Rik"	3.24943594739395	-0.0900486843957074	0.159009129247339	-0.566311411312973	0.571182104456027	0.999826482294629
"1700016A09Rik"	2.19892404862613	0.123180940495897	0.128970204350457	0.955111617573084	0.339521254521026	0.999826482294629
"1700016C19Rik"	0.340446057335895	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700017B05Rik"	138.565423908866	-0.00601991883982182	0.268483813849817	-0.0224219060117687	0.982111406272836	0.999826482294629
"1700019A02Rik"	0.736363938344937	0.0426179307985662	0.0688714734825599	0.618803818817064	0.53604560616932	0.999826482294629
"1700020D05Rik"	0.842996294018122	-0.00762498041597889	0.0795853621636966	-0.0958088297731851	0.923672404478964	0.999826482294629
"1700020I14Rik"	90.105977020454	-0.0813892567096726	0.279927515430285	-0.290751184586362	0.771241622147609	0.999826482294629
"1700021F05Rik"	40.3588359901826	-0.11738917677379	0.282443516074487	-0.415620009286502	0.677688082557919	0.999826482294629
"1700025G04Rik"	72.149489596521	-0.255790042743061	0.281233307830151	-0.909529688060789	0.363070594127578	0.999826482294629
"1700025N23Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700027F09Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700028B04Rik"	0.368181969172468	0.0275523779992562	0.064252413758041	0.428814676177175	0.668058097553095	0.999826482294629
"1700028E10Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700028I16Rik"	0.488789009513427	0.0322684096439789	0.0645936822160761	0.499559841410433	0.617385040704289	0.999826482294629
"1700028J19Rik"	1.53786309335769	0.0144509823154498	0.109615713626831	0.131833127179611	0.895116283525659	0.999826482294629
"1700029I15Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700030C10Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700030J22Rik"	2.51163419412545	0.0536099032792421	0.141631709954281	0.378516246796338	0.705047126820368	0.999826482294629
"1700030K09Rik"	13.705453127206	0.139239800378385	0.247000018258795	0.563723846499867	0.572942085790839	0.999826482294629
"1700034H15Rik"	1.15570643951744	-0.0823426331583749	0.0926409366794452	-0.888836362301643	0.374091030440694	0.999826482294629
"1700034P13Rik"	0.244394504756714	0.0130684441485157	0.0640235358434238	0.204119375419626	0.838260213680776	0.999826482294629
"1700037C18Rik"	4.338064981906	-0.115879339340636	0.173808235149888	-0.666707991371663	0.504958673268358	0.999826482294629
"1700037H04Rik"	49.2978451399598	-0.0701838128023326	0.284566708569281	-0.246633955023047	0.805191523829825	0.999826482294629
"1700040D17Rik"	0.340446057335895	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700042O10Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700047I17Rik2"	99.2091845684082	-0.175818496950859	0.274760707479816	-0.639896798066639	0.522239695709642	0.999826482294629
"1700049G17Rik"	9.25181150632396	0.136323166957734	0.213131472652758	0.639620067655786	0.52241963274849	0.999826482294629
"1700049L16Rik"	0.368181969172468	0.0275523779992562	0.064252413758041	0.428814676177175	0.668058097553095	0.999826482294629
"1700052K11Rik"	8.31225928631264	0.00412453238558	0.218475295519527	0.0188787129262006	0.984937861139282	0.999826482294629
"1700055D18Rik"	3.36644952697479	-0.021097255613471	0.15900746862015	-0.132680909875183	0.894445741079342	0.999826482294629
"1700061G19Rik"	1.34575998819932	0.0907607681793421	0.099165342197286	0.915246861133971	0.360062048738209	0.999826482294629
"1700066B19Rik"	0.733183514270141	0.0419845570242323	0.0683860587876746	0.613934444659052	0.539258647683196	0.999826482294629
"1700066M21Rik"	27.5940503236361	0.00452634124616431	0.26531372695646	0.0170603356942293	0.986388481834189	0.999826482294629
"1700067K01Rik"	0.842996294018122	-0.00762498041597889	0.0795853621636966	-0.0958088297731851	0.923672404478964	0.999826482294629
"1700071K01Rik"	1.8956638386225	-0.0842983454931426	0.119887168166025	-0.703147357492023	0.481963921783902	0.999826482294629
"1700080G18Rik"	1.04907408384426	-0.0189504777696835	0.0865507987583046	-0.218952084111935	0.826687373408227	0.999826482294629
"1700084J12Rik"	2.28141395322286	-0.040788066735077	0.127580565948818	-0.319704387825337	0.749192433225725	0.999826482294629
"1700086O06Rik"	6.5509637151999	0.0704052379288495	0.201168814448954	0.349980876119914	0.726353049799589	0.999826482294629
"1700086P04Rik"	0.368181969172468	0.0275523779992562	0.064252413758041	0.428814676177175	0.668058097553095	0.999826482294629
"1700087I21Rik"	5.50753264859224	-0.216235972233494	0.19151934307168	-1.12905552392462	0.258874411793432	0.999826482294629
"1700092M07Rik"	1.10454590751741	0.0619308998811206	0.0824806593000761	0.75085359897291	0.45274076813904	0.999826482294629
"1700093K21Rik"	0.680892114671789	-0.0403197692913851	0.0659137068605492	-0.611705382868057	0.540732699828891	0.999826482294629
"1700094D03Rik"	6.2858206409405	0.0391066047267019	0.19470379982508	0.200851779789788	0.840814473414318	0.999826482294629
"1700096K18Rik"	5.38528908846012	-0.0201356382048138	0.18101428349223	-0.111237841657275	0.911427744523482	0.999826482294629
"1700099I09Rik"	10.9415049232592	-0.123815811101005	0.216900172104781	-0.570842382924396	0.56810649024489	0.999826482294629
"1700101I11Rik"	0.552272953758703	0.0350251021053317	0.0650152531416475	0.538721306352882	0.590079169887264	0.999826482294629
"1700102H20Rik"	0.488789009513427	0.0322684096439789	0.0645936822160761	0.499559841410433	0.617385040704289	0.999826482294629
"1700102P08Rik"	2.3377109759479	0.0561647231099851	0.117766591192126	0.476915588210898	0.633422231345794	0.999826482294629
"1700105P06Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1700109H08Rik"	8.45124579282076	-0.171858150357247	0.220619009944981	-0.778981604532201	0.43599055102907	0.999826482294629
"1700110C19Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1700112D23Rik"	0.184090984586234	0.0130684441485157	0.0640235358434238	0.204119375419626	0.838260213680776	0.999826482294629
"1700112E06Rik"	10.0619353977805	-0.121006620379337	0.227075762508132	-0.532890956933384	0.594109065469681	0.999826482294629
"1700112H15Rik"	0.733183514270141	0.0419845570242323	0.0683860587876746	0.613934444659052	0.539258647683196	0.999826482294629
"1700113A16Rik"	1.15570643951744	-0.0823426331583749	0.0926409366794452	-0.888836362301643	0.374091030440694	0.999826482294629
"1700122E12Rik"	0.244394504756714	0.0130684441485157	0.0640235358434238	0.204119375419626	0.838260213680776	0.999826482294629
"1700123M08Rik"	0.672879994099662	0.0464991169688468	0.0723632087802057	0.64257953389107	0.520496966524077	0.999826482294629
"1700123O20Rik"	46.4460696827261	0.0793668100646274	0.284657219505869	0.278815377324344	0.780386512848303	0.999826482294629
"1700125G22Rik"	0.184090984586234	0.0130684441485157	0.0640235358434238	0.204119375419626	0.838260213680776	0.999826482294629
"1700126G02Rik"	1.47272787668987	0.0802781157388118	0.0933284118868351	0.860168025104216	0.389696427626309	0.999826482294629
"1810006J02Rik"	0.244394504756714	0.0130684441485157	0.0640235358434238	0.204119375419626	0.838260213680776	0.999826482294629
"1810009A15Rik"	8.91148756975834	0.00756510249247465	0.218284116852518	0.034657136769992	0.972353140279811	0.999826482294629
"1810011H11Rik"	42.4745640285141	0.354772877907932	0.284485306001359	1.24706925251963	0.212372105917727	0.999826482294629
"1810012K16Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1810013A23Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"1810013L24Rik"	175.334645623186	-0.167103932453557	0.270418655374604	-0.617945282739728	0.536611407940354	0.999826482294629
"1810014B01Rik"	5.61868975343751	0.0700882022489866	0.193838789091182	0.361579860138401	0.717666017045557	0.999826482294629
"1810021B22Rik"	1.08739079877484	0.00939772716767933	0.0958325642323207	0.0980640270137928	0.921881452090224	0.999826482294629
"1810022K09Rik"	20.9147891474798	-0.201147345787934	0.265908626229722	-0.756452878719925	0.4493777142603	0.999826482294629
"1810024B03Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1810026B05Rik"	106.663802593815	-0.146774729284266	0.278855644307895	-0.526346632317783	0.5986473883434	0.999826482294629
"1810026J23Rik"	65.7539904916765	0.163629917876034	0.284636971927423	0.574872325151618	0.565377647929732	0.999826482294629
"1810030O07Rik"	94.5478858997969	0.0521017701746478	0.278838998929084	0.186852521974154	0.85177626545241	0.999826482294629
"1810032O08Rik"	14.8090677463114	-0.097731325429435	0.249873833020623	-0.391122688790582	0.695706550569017	0.999826482294629
"1810034E14Rik"	3.88060534498926	-0.164589938610946	0.169272824457475	-0.972335276725381	0.33088377950834	0.999826482294629
"1810037I17Rik"	50.3414766600726	-0.0546510658375168	0.284174895352087	-0.192314897379676	0.847495549781582	0.999826482294629
"1810041H14Rik"	1.42444297453696	-0.0817363134022392	0.0925041603300516	-0.883596079469365	0.376914296182016	0.999826482294629
"1810043G02Rik"	12.8811571249929	-0.169499571869295	0.242845771647634	-0.697972094466756	0.485194645840525	0.999826482294629
"1810043H04Rik"	26.7343553411361	0.184499358021146	0.274115849184493	0.673070742060483	0.500902286504386	0.999826482294629
"1810044D09Rik"	1.65847013369864	0.017957986903352	0.102940118758556	0.174450808100116	0.861511187338267	0.999826482294629
"1810055G02Rik"	22.4143641568509	-0.00134633894507917	0.269355265147779	-0.00499837619413348	0.996011889411959	0.999826482294629
"1810058I24Rik"	81.4314369020586	-0.244972139118194	0.279071811320749	-0.877810402845158	0.380046618081852	0.999826482294629
"1810062G17Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"1810062O18Rik"	0.815260382181549	-0.0589524365641672	0.0789496257909939	-0.746709512217754	0.455238926647539	0.999826482294629
"2010001A14Rik"	2.96230606789465	-0.0979261557186993	0.152345546519649	-0.642789749722477	0.520360535162386	0.999826482294629
"2010016I18Rik"	0.672879994099662	0.0464991169688468	0.0723632087802057	0.64257953389107	0.520496966524077	0.999826482294629
"2010107E04Rik"	97.1471048543062	-0.0873208682469555	0.275078620778934	-0.317439675972241	0.750910005661332	0.999826482294629
"2010109I03Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"2010110K18Rik"	3.791327677245	-0.147113004741092	0.154879051845397	-0.949857343444636	0.342184743908462	0.999826482294629
"2010111I01Rik"	438.262687120442	-0.0234323159420582	0.240364760995546	-0.0974864861430016	0.922340065607471	0.999826482294629
"2010308F09Rik"	1.46636702854028	0.0787683202858378	0.0925055883025955	0.851497966027505	0.394492792705689	0.999826482294629
"2010315B03Rik"	27.1907329379266	-0.0887275813434115	0.271199466315707	-0.327167241694062	0.743541396025458	0.999826482294629
"2010320M18Rik"	2.13646488261909	-0.0122820057787545	0.133427443521431	-0.0920500719687536	0.926658256751879	0.999826482294629
"2200002J24Rik"	0.949628649691308	-0.0563633076847904	0.0774112606538966	-0.728102180596038	0.466551039106447	0.999826482294629
"2210008F06Rik"	1.04907408384426	-0.0189504777696835	0.0865507987583046	-0.218952084111935	0.826687373408227	0.999826482294629
"2210011C24Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"2210013O21Rik"	14.4663725533127	0.207131191639695	0.247999808222311	0.835207063765226	0.4036011331911	0.999826482294629
"2210016F16Rik"	76.262205111402	0.314473966636087	0.27978652699236	1.12397823446543	0.261022259652327	0.999826482294629
"2210016L21Rik"	32.5182374869473	0.14353554097934	0.278715294037486	0.514989826715554	0.606560129020576	0.999826482294629
"2210404O09Rik"	9.33460835824594	-0.310070239853014	0.207423333726328	-1.49486672633522	0.134949227634606	0.999826482294629
"2210406O10Rik"	0.949628649691308	-0.0563633076847904	0.0774112606538966	-0.728102180596038	0.466551039106447	0.999826482294629
"2210408F21Rik"	5.52458038919591	0.116990053635195	0.17308152910133	0.675924544014762	0.499088553687297	0.999826482294629
"2210408I21Rik"	7.87175517895212	0.118378520070436	0.189289991663603	0.625381823043304	0.531720489163078	0.999826482294629
"2210416O15Rik"	3.0397646968077	-0.0167296606439862	0.154464355867231	-0.108307580412701	0.913751709691375	0.999826482294629
"2210418O10Rik"	18.7249007188852	0.0134001638719289	0.253789521432539	0.0528003039538057	0.957891019320059	0.999826482294629
"2300009A05Rik"	9.60337264989071	0.00734492636012958	0.196415889871282	0.0373947666094782	0.970170245394654	0.999826482294629
"2310001H17Rik"	5.84592914945166	0.017192378239314	0.196025273310445	0.0877049063570822	0.930111219944952	0.999826482294629
"2310009A05Rik"	15.6052299570941	-0.128038995903206	0.253696228404642	-0.504694124577154	0.61377368837551	0.999826482294629
"2310009B15Rik"	6.73864816054625	0.0325899678603707	0.206288515012744	0.157982463824307	0.874470617017718	0.999826482294629
"2310010J17Rik"	2.14345222495298	0.0260356129297191	0.133709695468591	0.194717464866525	0.845614138623263	0.999826482294629
"2310011J03Rik"	59.3926850031223	-0.394734827630331	0.284483586467724	-1.38754868965038	0.165274515026405	0.999826482294629
"2310015A10Rik"	8.27814864801385	-0.187656834095332	0.192678069729569	-0.973939765738338	0.330086447681537	0.999826482294629
"2310022A10Rik"	60.6036632826665	-0.142354124047209	0.284525999397704	-0.500320267211258	0.61684958554996	0.999826482294629
"2310022B05Rik"	34.5419862033461	0.125458980343705	0.282752741212744	0.443705619990113	0.657255431735841	0.999826482294629
"2310033P09Rik"	20.6614002531693	0.280146638713301	0.262633468971645	1.06668293195924	0.286115037004813	0.999826482294629
"2310034P14Rik"	2.03003210613226	-0.0789220446438435	0.113675023901618	-0.694277792386021	0.487508015156803	0.999826482294629
"2310035C23Rik"	124.027655503238	-0.459312000600037	0.274454831864554	-1.67354313815365	0.094220421724017	0.999826482294629
"2310036O22Rik"	140.460873011211	0.0954998392179579	0.26709851371288	0.357545378633654	0.720683560914986	0.999826482294629
"2310039H08Rik"	8.02071074700133	0.0314960420576282	0.216357375087276	0.145574155005916	0.884257571920009	0.999826482294629
"2310040G24Rik"	3.07407491429283	0.0907647250588883	0.129572130977443	0.700495734493162	0.48361776807789	0.999826482294629
"2310047D07Rik"	0.953022531265077	0.0225337477035188	0.0902627391758667	0.249646176365359	0.802860985367632	0.999826482294629
"2310057M21Rik"	30.1165857420334	0.19980594848264	0.276738824022307	0.722001870133462	0.470293327736961	0.999826482294629
"2310061I04Rik"	16.2153447121802	0.0338385317829005	0.255062205619477	0.132667761186789	0.89445614028495	0.999826482294629
"2310069B03Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"2310075K07Rik"	1.22515294785836	0.0838942478188001	0.0955511288714863	0.878003732762128	0.379941693021856	0.999826482294629
"2410002F23Rik"	63.178551932128	0.0402219861953856	0.283686826082339	0.141783059688895	0.88725136529012	0.999826482294629
"2410004B18Rik"	28.947225443486	0.105321848689136	0.279259340194876	0.377147094223024	0.706064294706896	0.999826482294629
"2410006H16Rik"	24.452314893729	0.20845671364098	0.273688541431531	0.761656708573344	0.446264919547909	0.999826482294629
"2410015M20Rik"	59.64365166043	-0.0869495421380988	0.283943654786481	-0.30622111349339	0.759436297835007	0.999826482294629
"2410016O06Rik"	52.0967165817234	-0.167889565907307	0.284404039298828	-0.59032060979592	0.554975724567876	0.999826482294629
"2410022M11Rik"	3.43589603531571	0.139131583285627	0.152376295676008	0.913078918662371	0.361201036874522	0.999826482294629
"2410089E03Rik"	57.727061618284	-0.317556015358434	0.284657214246284	-1.11557339658248	0.264604784923145	0.999826482294629
"2410131K14Rik"	24.2642961488922	-0.10830309495469	0.267605574824511	-0.404711654552461	0.685689474374541	0.999826482294629
"2500002B13Rik"	7.35142421366178	-0.058164738362907	0.207374005116889	-0.280482302157986	0.779107501601741	0.999826482294629
"2500004C02Rik"	2.15043956728687	0.0570011593098834	0.12629092995986	0.451348005181375	0.651738751187636	0.999826482294629
"2510002D24Rik"	9.29980636688058	0.0937581486291389	0.215574701231665	0.434921853508139	0.663619151489526	0.999826482294629
"2510003B16Rik"	0.340446057335895	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"2510009E07Rik"	519.128373828337	0.057189396272726	0.243081689509054	0.23526821945425	0.814000560083435	0.999826482294629
"2510039O18Rik"	188.80440552928	0.239657848484133	0.259661250501032	0.922963468833714	0.356026243035183	0.999826482294629
"2610001J05Rik"	176.188535544482	0.121063151255719	0.263757112487532	0.45899483094107	0.646237878037725	0.999826482294629
"2610002M06Rik"	53.0666395337543	-0.629240430429768	0.284052914746362	-2.21522257918611	0.0267447908190661	0.999826482294629
"2610005L07Rik"	34.1877364095847	-0.130716314907243	0.27786989601956	-0.470422729413054	0.638053028271021	0.999826482294629
"2610008E11Rik"	16.2128534880744	0.0177145567949385	0.241909306344513	0.0732280913976516	0.941624612688722	0.999826482294629
"2610020C07Rik"	0.474814324845654	-0.0383327201039497	0.0644795275979563	-0.59449443151883	0.552181465617618	0.999826482294629
"2610020H08Rik"	18.6283586712046	0.0451802660315813	0.264844901726535	0.170591413076292	0.864545050323171	0.999826482294629
"2610021A01Rik"	36.8192311821942	-0.312070899770745	0.264974605582064	-1.17773889722461	0.238900714824219	0.999826482294629
"2610027F03Rik"	0.237407162422827	-0.0238955615051567	0.0640235358434238	-0.37323089377	0.708976604819104	0.999826482294629
"2610035D17Rik"	2.21074308745735	0.0602773135592721	0.127363388571982	0.473270334867111	0.636020323594296	0.999826482294629
"2610036A22Rik"	4.86116420890457	0.0470031511737185	0.165132877145403	0.284638359036954	0.77592122006623	0.999826482294629
"2610044O15Rik8"	12.5748078276432	-0.111932362378782	0.24398182328349	-0.458773366279521	0.646396922591117	0.999826482294629
